city,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,date
Lucknow,2026-08-21 17:00:00,33.4,34.9,380.0,8.7,8.3,113.0,152,2026-08-21
Lucknow,2026-08-21 18:00:00,42.0,43.2,436.0,13.9,10.1,100.0,149,2026-08-21
Lucknow,2026-08-21 19:00:00,48.4,49.6,509.0,20.9,12.5,82.0,135,2026-08-21
Lucknow,2026-08-21 20:00:00,48.0,49.0,583.0,25.7,14.1,69.0,131,2026-08-21
Lucknow,2026-08-21 21:00:00,49.1,49.9,672.0,26.1,14.0,64.0,130,2026-08-21
Lucknow,2026-08-21 22:00:00,43.7,44.5,763.0,24.3,13.1,64.0,130,2026-08-21
Lucknow,2026-08-21 23:00:00,43.9,44.7,803.0,22.1,11.9,65.0,129,2026-08-21
Lucknow,2026-08-22 00:00:00,44.0,44.6,751.0,19.9,10.4,65.0,128,2026-08-22
Lucknow,2026-08-22 01:00:00,38.0,38.5,647.0,17.3,8.6,67.0,128,2026-08-22
Lucknow,2026-08-22 02:00:00,33.5,33.9,559.0,15.3,7.4,68.0,127,2026-08-22
Lucknow,2026-08-22 03:00:00,32.2,32.7,509.0,14.5,7.3,69.0,125,2026-08-22
Lucknow,2026-08-22 04:00:00,31.7,32.1,474.0,14.2,7.7,70.0,124,2026-08-22
Lucknow,2026-08-22 05:00:00,35.9,37.3,453.0,14.9,9.4,67.0,122,2026-08-22
Lucknow,2026-08-22 06:00:00,33.5,34.5,453.0,14.1,9.4,74.0,120,2026-08-22
Lucknow,2026-08-22 07:00:00,30.2,31.0,466.0,12.9,9.4,84.0,118,2026-08-22
Lucknow,2026-08-22 08:00:00,28.3,29.0,467.0,11.5,9.3,94.0,116,2026-08-22
Lucknow,2026-08-22 09:00:00,26.3,26.8,442.0,9.8,9.0,105.0,114,2026-08-22
Lucknow,2026-08-22 10:00:00,25.8,26.1,405.0,7.9,8.6,117.0,111,2026-08-22
Lucknow,2026-08-22 11:00:00,24.6,25.2,376.0,6.3,8.2,126.0,109,2026-08-22
Lucknow,2026-08-22 12:00:00,23.1,24.3,357.0,5.2,8.0,133.0,106,2026-08-22
Lucknow,2026-08-22 13:00:00,21.1,22.9,345.0,4.5,7.9,137.0,104,2026-08-22
Lucknow,2026-08-22 14:00:00,19.5,22.0,352.0,4.4,7.8,138.0,101,2026-08-22
Lucknow,2026-08-22 15:00:00,17.8,20.3,381.0,4.3,7.3,134.0,99,2026-08-22
Lucknow,2026-08-22 16:00:00,16.9,19.2,429.0,4.9,6.7,127.0,97,2026-08-22
Lucknow,2026-08-22 17:00:00,18.3,21.3,495.0,7.6,6.4,129.0,95,2026-08-22
Lucknow,2026-08-22 18:00:00,23.6,25.8,595.0,16.0,8.1,106.0,94,2026-08-22
Lucknow,2026-08-22 19:00:00,32.0,34.2,713.0,27.7,10.6,73.0,93,2026-08-22
Lucknow,2026-08-22 20:00:00,41.1,43.4,802.0,37.0,12.9,48.0,91,2026-08-22
Lucknow,2026-08-22 21:00:00,49.0,51.3,840.0,42.1,15.2,37.0,91,2026-08-22
Lucknow,2026-08-22 22:00:00,52.5,54.7,848.0,44.9,17.3,33.0,91,2026-08-22
Lucknow,2026-08-22 23:00:00,57.4,59.4,841.0,45.2,18.3,31.0,91,2026-08-22
Lucknow,2026-08-23 00:00:00,56.7,58.6,821.0,41.9,17.3,31.0,92,2026-08-23
Lucknow,2026-08-23 01:00:00,51.8,53.3,786.0,36.1,15.1,34.0,93,2026-08-23
Lucknow,2026-08-23 02:00:00,52.7,54.0,742.0,30.9,13.1,38.0,95,2026-08-23
Lucknow,2026-08-23 03:00:00,53.4,54.8,684.0,27.9,11.7,40.0,96,2026-08-23
Lucknow,2026-08-23 04:00:00,49.0,50.4,617.0,25.5,10.5,43.0,98,2026-08-23
Lucknow,2026-08-23 05:00:00,47.6,50.3,563.0,29.1,10.6,37.0,99,2026-08-23
Lucknow,2026-08-23 06:00:00,51.5,53.8,535.0,24.0,10.8,55.0,100,2026-08-23
Lucknow,2026-08-23 07:00:00,43.9,45.9,519.0,16.8,11.0,80.0,102,2026-08-23
Lucknow,2026-08-23 08:00:00,28.6,30.6,498.0,10.8,11.1,104.0,103,2026-08-23
Lucknow,2026-08-23 09:00:00,24.1,26.1,463.0,7.2,11.1,124.0,103,2026-08-23
Lucknow,2026-08-23 10:00:00,23.3,25.5,423.0,4.7,10.9,142.0,103,2026-08-23
Lucknow,2026-08-23 11:00:00,23.7,25.9,389.0,3.1,10.9,156.0,103,2026-08-23
Lucknow,2026-08-23 12:00:00,24.3,26.6,365.0,2.2,11.2,167.0,103,2026-08-23
Lucknow,2026-08-23 13:00:00,24.9,27.4,347.0,2.2,11.6,175.0,103,2026-08-23
Lucknow,2026-08-23 14:00:00,25.5,28.2,338.0,2.6,11.5,177.0,103,2026-08-23
Lucknow,2026-08-23 15:00:00,25.3,27.9,336.0,3.3,10.3,171.0,106,2026-08-23
Lucknow,2026-08-23 16:00:00,24.9,27.4,342.0,4.4,8.7,158.0,125,2026-08-23
Lucknow,2026-08-23 17:00:00,31.9,37.0,369.0,6.6,5.9,137.0,137,2026-08-23
Lucknow,2026-08-23 18:00:00,31.7,36.1,432.0,9.1,7.0,124.0,139,2026-08-23
Lucknow,2026-08-23 19:00:00,34.2,38.1,515.0,12.5,8.5,106.0,136,2026-08-23
Lucknow,2026-08-23 20:00:00,37.3,40.7,579.0,15.6,9.8,91.0,125,2026-08-23
Lucknow,2026-08-23 21:00:00,42.5,46.6,603.0,18.0,10.8,81.0,109,2026-08-23
Lucknow,2026-08-23 22:00:00,47.8,51.3,608.0,19.9,11.7,73.0,107,2026-08-23
Lucknow,2026-08-23 23:00:00,50.8,54.0,614.0,21.2,12.1,67.0,106,2026-08-23
Lucknow,2026-08-24 00:00:00,52.7,55.9,634.0,21.6,11.9,61.0,106,2026-08-24
Lucknow,2026-08-24 01:00:00,55.2,58.0,655.0,21.3,11.3,55.0,105,2026-08-24
Lucknow,2026-08-24 02:00:00,55.4,57.7,656.0,20.3,10.7,53.0,106,2026-08-24
Lucknow,2026-08-24 03:00:00,52.6,54.5,618.0,18.4,10.2,55.0,106,2026-08-24
Lucknow,2026-08-24 04:00:00,48.8,50.2,559.0,15.9,9.6,59.0,106,2026-08-24
Lucknow,2026-08-24 05:00:00,32.7,34.0,515.0,11.4,7.4,79.0,106,2026-08-24
Lucknow,2026-08-24 06:00:00,29.7,30.5,504.0,10.5,7.0,84.0,104,2026-08-24
Lucknow,2026-08-24 07:00:00,23.3,23.9,508.0,9.2,6.4,91.0,102,2026-08-24
Lucknow,2026-08-24 08:00:00,19.7,20.0,500.0,7.8,5.9,100.0,100,2026-08-24
Lucknow,2026-08-24 09:00:00,17.3,17.6,463.0,6.2,5.6,111.0,99,2026-08-24
Lucknow,2026-08-24 10:00:00,13.9,14.1,416.0,4.6,5.4,124.0,99,2026-08-24
Lucknow,2026-08-24 11:00:00,13.7,14.1,382.0,3.3,5.3,136.0,98,2026-08-24
Lucknow,2026-08-24 12:00:00,14.4,15.0,376.0,2.6,5.4,149.0,97,2026-08-24
Lucknow,2026-08-24 13:00:00,15.8,16.5,385.0,2.2,5.6,162.0,96,2026-08-24
Lucknow,2026-08-24 14:00:00,17.9,18.9,394.0,2.4,5.8,169.0,96,2026-08-24
Lucknow,2026-08-24 15:00:00,18.2,19.3,393.0,2.6,5.7,171.0,95,2026-08-24
Lucknow,2026-08-24 16:00:00,19.3,20.3,393.0,3.3,5.6,167.0,105,2026-08-24
Lucknow,2026-08-24 17:00:00,31.9,32.7,415.0,7.2,4.4,123.0,119,2026-08-24
Lucknow,2026-08-24 18:00:00,32.4,32.8,481.0,9.0,5.4,113.0,122,2026-08-24
Lucknow,2026-08-24 19:00:00,34.9,35.3,568.0,11.5,6.9,100.0,120,2026-08-24
Lucknow,2026-08-24 20:00:00,37.3,37.6,634.0,13.5,8.0,89.0,112,2026-08-24
Lucknow,2026-08-24 21:00:00,38.2,38.4,657.0,14.4,8.5,83.0,99,2026-08-24
Lucknow,2026-08-24 22:00:00,38.1,38.3,659.0,14.9,8.7,79.0,94,2026-08-24
Lucknow,2026-08-24 23:00:00,39.7,39.9,656.0,15.4,9.0,76.0,93,2026-08-24
Lucknow,2026-08-25 00:00:00,41.6,41.8,655.0,16.2,9.5,72.0,92,2026-08-25
Lucknow,2026-08-25 01:00:00,44.1,44.4,649.0,17.1,10.0,69.0,91,2026-08-25
Lucknow,2026-08-25 02:00:00,44.5,44.7,637.0,17.9,10.3,65.0,90,2026-08-25
Lucknow,2026-08-25 03:00:00,46.7,46.8,613.0,19.1,10.4,58.0,90,2026-08-25
Lucknow,2026-08-25 04:00:00,47.6,47.7,582.0,20.2,10.4,50.0,89,2026-08-25
Lucknow,2026-08-25 05:00:00,42.6,42.7,561.0,19.4,9.3,48.0,89,2026-08-25
Lucknow,2026-08-25 06:00:00,43.8,43.9,566.0,17.9,9.0,54.0,90,2026-08-25
Lucknow,2026-08-25 07:00:00,39.8,39.9,581.0,15.6,8.7,62.0,91,2026-08-25
Lucknow,2026-08-25 08:00:00,32.0,32.2,573.0,13.3,8.3,73.0,92,2026-08-25
Lucknow,2026-08-25 09:00:00,28.1,28.4,517.0,10.7,7.9,89.0,93,2026-08-25
Lucknow,2026-08-25 10:00:00,26.5,26.9,438.0,7.9,7.5,108.0,94,2026-08-25
Lucknow,2026-08-25 11:00:00,26.5,26.8,374.0,6.0,7.1,119.0,95,2026-08-25
Lucknow,2026-08-25 12:00:00,26.0,26.4,337.0,5.5,6.5,117.0,96,2026-08-25
Lucknow,2026-08-25 13:00:00,24.6,24.9,315.0,5.8,5.9,109.0,97,2026-08-25
Lucknow,2026-08-25 14:00:00,21.7,21.9,310.0,6.6,5.5,101.0,98,2026-08-25
Lucknow,2026-08-25 15:00:00,19.1,19.3,324.0,7.8,5.7,98.0,98,2026-08-25
Lucknow,2026-08-25 16:00:00,18.7,18.9,353.0,9.4,6.2,95.0,98,2026-08-25
Lucknow,2026-08-25 17:00:00,34.3,34.7,393.0,9.5,6.8,108.0,98,2026-08-25
Lucknow,2026-08-25 18:00:00,30.4,30.6,455.0,9.7,7.0,104.0,98,2026-08-25
Lucknow,2026-08-25 19:00:00,27.2,27.3,526.0,10.0,7.3,99.0,98,2026-08-25
Lucknow,2026-08-25 20:00:00,27.2,27.4,563.0,10.2,7.4,95.0,97,2026-08-25
Lucknow,2026-08-25 21:00:00,26.6,26.8,541.0,10.3,7.3,92.0,97,2026-08-25
Lucknow,2026-08-25 22:00:00,25.0,25.1,486.0,10.4,7.0,90.0,96,2026-08-25
Lucknow,2026-08-25 23:00:00,24.0,24.2,428.0,10.2,6.6,88.0,95,2026-08-25
Lucknow,2026-08-26 00:00:00,20.8,20.9,371.0,9.4,6.0,87.0,93,2026-08-26
Lucknow,2026-08-26 01:00:00,17.5,17.6,311.0,8.3,5.2,87.0,92,2026-08-26
Lucknow,2026-08-26 02:00:00,14.3,14.4,271.0,7.6,4.7,86.0,90,2026-08-26
Lucknow,2026-08-26 03:00:00,12.5,12.6,264.0,7.8,4.7,82.0,87,2026-08-26
Lucknow,2026-08-26 04:00:00,11.5,11.6,276.0,8.5,5.1,78.0,85,2026-08-26
Lucknow,2026-08-26 05:00:00,18.9,19.0,291.0,11.8,5.9,62.0,82,2026-08-26
Lucknow,2026-08-26 06:00:00,20.7,20.8,308.0,11.3,6.4,62.0,80,2026-08-26
Lucknow,2026-08-26 07:00:00,19.6,19.7,327.0,10.6,7.1,64.0,78,2026-08-26
Lucknow,2026-08-26 08:00:00,18.8,19.0,337.0,9.5,7.7,70.0,77,2026-08-26
Lucknow,2026-08-26 09:00:00,18.0,18.2,327.0,7.7,8.3,86.0,76,2026-08-26
Lucknow,2026-08-26 10:00:00,19.0,19.3,307.0,5.5,8.7,108.0,75,2026-08-26
Lucknow,2026-08-26 11:00:00,21.3,21.6,296.0,3.9,9.0,125.0,74,2026-08-26
Lucknow,2026-08-26 12:00:00,21.0,21.3,298.0,3.2,8.9,136.0,74,2026-08-26
Lucknow,2026-08-26 13:00:00,21.9,22.1,307.0,3.2,8.6,142.0,73,2026-08-26
Lucknow,2026-08-26 14:00:00,22.4,22.6,328.0,3.7,8.1,142.0,73,2026-08-26
Lucknow,2026-08-26 15:00:00,21.9,22.2,370.0,4.7,7.2,134.0,73,2026-08-26
Lucknow,2026-08-26 16:00:00,21.7,21.9,424.0,6.3,6.2,119.0,73,2026-08-26
Lucknow,2026-08-26 17:00:00,30.0,30.6,457.0,9.6,7.3,109.0,78,2026-08-26
Lucknow,2026-08-26 18:00:00,34.1,34.5,451.0,11.2,7.9,101.0,82,2026-08-26
Lucknow,2026-08-26 19:00:00,32.1,32.4,425.0,13.3,8.8,91.0,81,2026-08-26
Lucknow,2026-08-26 20:00:00,31.8,32.0,408.0,14.9,9.4,82.0,74,2026-08-26
Lucknow,2026-08-26 21:00:00,31.7,31.9,418.0,15.4,9.7,78.0,74,2026-08-26
Lucknow,2026-08-26 22:00:00,31.4,31.5,437.0,15.2,9.8,76.0,75,2026-08-26
Lucknow,2026-08-26 23:00:00,30.7,30.9,442.0,14.8,9.7,75.0,75,2026-08-26
Lucknow,2026-08-27 00:00:00,29.3,29.5,414.0,13.9,9.4,75.0,76,2026-08-27
Lucknow,2026-08-27 01:00:00,28.6,28.7,372.0,12.7,9.0,76.0,76,2026-08-27
Lucknow,2026-08-27 02:00:00,28.1,28.2,344.0,11.9,8.8,76.0,77,2026-08-27
Lucknow,2026-08-27 03:00:00,27.6,27.7,347.0,12.1,9.0,73.0,78,2026-08-27
Lucknow,2026-08-27 04:00:00,27.6,27.7,364.0,12.6,9.5,68.0,80,2026-08-27
Lucknow,2026-08-27 05:00:00,32.8,32.8,381.0,16.3,9.3,53.0,81,2026-08-27
Lucknow,2026-08-27 06:00:00,35.3,35.4,394.0,14.4,10.3,64.0,82,2026-08-27
Lucknow,2026-08-27 07:00:00,30.2,30.3,405.0,11.6,11.5,80.0,83,2026-08-27
Lucknow,2026-08-27 08:00:00,29.4,29.5,408.0,9.1,12.3,96.0,84,2026-08-27
Lucknow,2026-08-27 09:00:00,28.9,28.9,395.0,7.0,12.1,114.0,85,2026-08-27
Lucknow,2026-08-27 10:00:00,27.8,27.8,374.0,5.0,11.3,133.0,86,2026-08-27
Lucknow,2026-08-27 11:00:00,27.2,27.2,360.0,3.7,10.5,146.0,86,2026-08-27
Lucknow,2026-08-27 12:00:00,27.2,27.2,357.0,3.0,9.7,152.0,87,2026-08-27
Lucknow,2026-08-27 13:00:00,26.3,26.4,361.0,3.0,8.9,153.0,87,2026-08-27
Lucknow,2026-08-27 14:00:00,24.1,24.2,370.0,3.6,8.1,149.0,88,2026-08-27
Lucknow,2026-08-27 15:00:00,23.6,23.7,384.0,4.7,7.0,139.0,88,2026-08-27
Lucknow,2026-08-27 16:00:00,21.8,21.9,403.0,6.5,5.8,124.0,97,2026-08-27
Lucknow,2026-08-27 17:00:00,21.5,21.5,432.0,9.7,5.6,107.0,103,2026-08-27
Lucknow,2026-08-27 18:00:00,23.8,23.9,485.0,15.7,7.2,87.0,101,2026-08-27
Lucknow,2026-08-27 19:00:00,31.1,31.2,548.0,23.2,9.8,65.0,91,2026-08-27
Lucknow,2026-08-27 20:00:00,38.4,38.4,581.0,28.4,11.7,50.0,86,2026-08-27
Lucknow,2026-08-27 21:00:00,44.0,44.1,560.0,30.0,12.4,45.0,87,2026-08-27
Lucknow,2026-08-27 22:00:00,46.6,46.6,508.0,29.3,12.5,47.0,88,2026-08-27
Lucknow,2026-08-27 23:00:00,42.0,42.1,457.0,27.4,12.1,51.0,89,2026-08-27
Lucknow,2026-08-28 00:00:00,24.3,24.3,413.0,23.6,10.9,58.0,90,2026-08-28
Lucknow,2026-08-28 01:00:00,23.8,23.9,370.0,18.6,9.2,67.0,89,2026-08-28
Lucknow,2026-08-28 02:00:00,23.1,23.1,342.0,14.7,8.0,73.0,89,2026-08-28
Lucknow,2026-08-28 03:00:00,23.1,23.1,339.0,13.4,8.0,74.0,89,2026-08-28
Lucknow,2026-08-28 04:00:00,22.1,22.1,350.0,13.3,8.7,72.0,88,2026-08-28
Lucknow,2026-08-28 05:00:00,36.2,36.4,364.0,18.9,13.3,54.0,88,2026-08-28
Lucknow,2026-08-28 06:00:00,42.1,42.6,378.0,17.2,15.3,64.0,88,2026-08-28
Lucknow,2026-08-28 07:00:00,34.3,34.8,394.0,14.7,18.0,79.0,89,2026-08-28
Lucknow,2026-08-28 08:00:00,30.9,31.4,402.0,12.0,19.4,96.0,89,2026-08-28
Lucknow,2026-08-28 09:00:00,30.5,31.2,398.0,8.9,18.4,119.0,89,2026-08-28
Lucknow,2026-08-28 10:00:00,29.0,29.6,386.0,5.6,16.1,144.0,89,2026-08-28
Lucknow,2026-08-28 11:00:00,27.9,28.6,375.0,3.2,14.0,162.0,89,2026-08-28
Lucknow,2026-08-28 12:00:00,28.3,29.0,364.0,2.2,12.6,168.0,89,2026-08-28
Lucknow,2026-08-28 13:00:00,27.9,28.9,352.0,2.2,11.4,166.0,90,2026-08-28
Lucknow,2026-08-28 14:00:00,28.5,30.2,350.0,3.1,10.5,160.0,90,2026-08-28
Lucknow,2026-08-28 15:00:00,30.7,33.4,355.0,4.9,9.7,149.0,99,2026-08-28
Lucknow,2026-08-28 16:00:00,32.8,36.0,368.0,7.5,9.2,133.0,114,2026-08-28
Lucknow,2026-08-28 17:00:00,32.1,33.2,403.0,11.2,8.8,106.0,122,2026-08-28
Lucknow,2026-08-28 18:00:00,31.1,32.0,488.0,15.2,9.7,92.0,119,2026-08-28
Lucknow,2026-08-28 19:00:00,34.8,35.6,594.0,20.7,10.9,73.0,108,2026-08-28
Lucknow,2026-08-28 20:00:00,41.0,41.7,652.0,25.1,12.0,58.0,93,2026-08-28
Lucknow,2026-08-28 21:00:00,49.1,49.8,615.0,27.6,12.9,51.0,93,2026-08-28
Lucknow,2026-08-28 22:00:00,56.0,56.8,528.0,29.0,13.7,48.0,94,2026-08-28
Lucknow,2026-08-28 23:00:00,50.9,51.7,459.0,29.5,14.0,46.0,94,2026-08-28
Lucknow,2026-08-29 00:00:00,47.0,47.8,438.0,28.6,13.6,44.0,95,2026-08-29
Lucknow,2026-08-29 01:00:00,48.9,49.9,435.0,26.7,12.8,43.0,97,2026-08-29
Lucknow,2026-08-29 02:00:00,50.8,52.2,424.0,25.3,12.2,42.0,99,2026-08-29
Lucknow,2026-08-29 03:00:00,51.9,53.6,389.0,25.6,12.1,37.0,101,2026-08-29
Lucknow,2026-08-29 04:00:00,52.6,54.7,346.0,26.3,12.3,31.0,104,2026-08-29
Lucknow,2026-08-29 05:00:00,39.5,47.0,321.0,14.8,9.0,68.0,108,2026-08-29
Lucknow,2026-08-29 06:00:00,40.6,51.1,329.0,14.0,9.0,72.0,108,2026-08-29
Lucknow,2026-08-29 07:00:00,38.8,58.2,354.0,12.8,8.9,79.0,108,2026-08-29
Lucknow,2026-08-29 08:00:00,37.0,64.3,372.0,11.3,9.4,88.0,108,2026-08-29
Lucknow,2026-08-29 09:00:00,38.1,75.2,371.0,9.3,10.8,101.0,109,2026-08-29
Lucknow,2026-08-29 10:00:00,35.2,77.3,363.0,7.1,12.6,116.0,110,2026-08-29
Lucknow,2026-08-29 11:00:00,36.0,82.0,354.0,5.3,13.9,129.0,110,2026-08-29
Lucknow,2026-08-29 12:00:00,38.3,88.5,343.0,4.1,14.2,140.0,111,2026-08-29
Lucknow,2026-08-29 13:00:00,39.8,94.5,331.0,3.4,13.8,150.0,112,2026-08-29
Lucknow,2026-08-29 14:00:00,42.0,101.3,328.0,3.5,13.1,152.0,113,2026-08-29
Lucknow,2026-08-29 15:00:00,44.6,109.9,334.0,4.6,11.6,144.0,115,2026-08-29
Lucknow,2026-08-29 16:00:00,41.7,98.3,347.0,6.4,9.8,129.0,116,2026-08-29
Lucknow,2026-08-29 17:00:00,55.8,138.3,377.0,8.7,14.5,135.0,117,2026-08-29
Lucknow,2026-08-29 18:00:00,64.5,139.2,432.0,15.1,15.8,115.0,120,2026-08-29
Lucknow,2026-08-29 19:00:00,74.5,150.9,502.0,23.9,17.7,88.0,123,2026-08-29
Lucknow,2026-08-29 20:00:00,79.4,155.5,567.0,31.4,19.2,66.0,127,2026-08-29
Lucknow,2026-08-29 21:00:00,86.8,167.2,620.0,36.4,20.2,54.0,131,2026-08-29
Lucknow,2026-08-29 22:00:00,91.0,164.8,668.0,40.0,20.9,48.0,135,2026-08-29
Lucknow,2026-08-29 23:00:00,88.5,152.7,705.0,41.4,20.8,43.0,139,2026-08-29
Lucknow,2026-08-30 00:00:00,85.4,140.6,737.0,39.5,19.5,38.0,143,2026-08-30
Lucknow,2026-08-30 01:00:00,82.0,132.7,759.0,35.5,17.4,35.0,147,2026-08-30
Lucknow,2026-08-30 02:00:00,77.3,120.6,748.0,32.2,15.7,33.0,150,2026-08-30
Lucknow,2026-08-30 03:00:00,71.2,108.7,679.0,31.3,14.6,29.0,151,2026-08-30
Lucknow,2026-08-30 04:00:00,67.5,100.4,577.0,31.1,13.9,26.0,151,2026-08-30
Lucknow,2026-08-30 05:00:00,62.2,110.8,495.0,23.8,11.7,45.0,152,2026-08-30
Lucknow,2026-08-30 06:00:00,64.3,112.9,460.0,19.7,11.5,57.0,153,2026-08-30
Lucknow,2026-08-30 07:00:00,61.2,112.9,445.0,14.0,11.1,73.0,153,2026-08-30
Lucknow,2026-08-30 08:00:00,56.2,127.1,426.0,9.3,10.6,89.0,154,2026-08-30
Lucknow,2026-08-30 09:00:00,55.6,140.6,389.0,6.6,9.9,103.0,155,2026-08-30
Lucknow,2026-08-30 10:00:00,53.2,137.8,347.0,4.8,9.1,116.0,155,2026-08-30
Lucknow,2026-08-30 11:00:00,50.6,131.8,316.0,3.7,8.4,124.0,156,2026-08-30
Lucknow,2026-08-30 12:00:00,48.1,131.3,300.0,3.0,7.8,126.0,156,2026-08-30
Lucknow,2026-08-30 13:00:00,43.8,121.5,294.0,2.9,7.3,123.0,156,2026-08-30
Lucknow,2026-08-30 14:00:00,38.8,105.5,297.0,3.6,7.0,117.0,156,2026-08-30
Lucknow,2026-08-30 15:00:00,35.9,96.2,312.0,5.3,7.0,107.0,156,2026-08-30
Lucknow,2026-08-30 16:00:00,34.2,75.9,336.0,7.8,7.3,94.0,156,2026-08-30
Lucknow,2026-08-30 17:00:00,49.9,123.4,352.0,7.2,8.0,104.0,156,2026-08-30
Lucknow,2026-08-30 18:00:00,53.1,121.1,349.0,12.9,11.1,92.0,156,2026-08-30
Lucknow,2026-08-30 19:00:00,62.9,136.0,338.0,21.0,15.5,75.0,155,2026-08-30
Lucknow,2026-08-30 20:00:00,72.2,148.1,342.0,28.0,19.0,61.0,155,2026-08-30
Lucknow,2026-08-30 21:00:00,73.3,147.6,380.0,32.5,20.9,52.0,155,2026-08-30
Lucknow,2026-08-30 22:00:00,78.0,159.3,432.0,35.9,22.1,46.0,154,2026-08-30
Lucknow,2026-08-30 23:00:00,84.5,170.4,460.0,39.3,22.7,39.0,154,2026-08-30
Lucknow,2026-08-31 00:00:00,86.4,172.3,438.0,44.1,22.9,30.0,154,2026-08-31
Lucknow,2026-08-31 01:00:00,88.5,173.7,391.0,48.9,22.6,21.0,154,2026-08-31
Lucknow,2026-08-31 02:00:00,89.9,172.8,359.0,49.9,21.7,17.0,154,2026-08-31
Lucknow,2026-08-31 03:00:00,86.1,165.8,359.0,44.5,19.7,21.0,154,2026-08-31
Lucknow,2026-08-31 04:00:00,80.8,157.9,373.0,35.3,17.2,29.0,155,2026-08-31
Lucknow,2026-08-31 05:00:00,57.6,121.5,387.0,21.6,16.1,38.0,155,2026-08-31
Lucknow,2026-08-31 06:00:00,56.8,112.0,405.0,20.2,18.3,44.0,155,2026-08-31
Lucknow,2026-08-31 07:00:00,57.4,124.3,423.0,18.1,21.3,53.0,155,2026-08-31
Lucknow,2026-08-31 08:00:00,56.7,124.3,418.0,15.5,22.9,69.0,155,2026-08-31
Lucknow,2026-08-31 09:00:00,58.6,129.0,369.0,11.8,22.1,99.0,155,2026-08-31
Lucknow,2026-08-31 10:00:00,58.3,132.7,297.0,7.5,20.0,137.0,155,2026-08-31
Lucknow,2026-08-31 11:00:00,57.7,136.9,242.0,4.4,17.8,164.0,155,2026-08-31
Lucknow,2026-08-31 12:00:00,55.2,129.9,221.0,3.0,15.8,173.0,155,2026-08-31
Lucknow,2026-08-31 13:00:00,51.5,119.7,217.0,2.8,13.7,172.0,155,2026-08-31
Lucknow,2026-08-31 14:00:00,46.1,103.8,224.0,3.4,11.9,164.0,156,2026-08-31
Lucknow,2026-08-31 15:00:00,41.9,90.6,245.0,5.0,10.4,149.0,156,2026-08-31
Lucknow,2026-08-31 16:00:00,36.8,68.9,277.0,7.5,9.1,128.0,156,2026-08-31
Lucknow,2026-08-31 17:00:00,45.2,75.0,305.0,12.4,9.2,92.0,156,2026-08-31
Lucknow,2026-08-31 18:00:00,43.5,62.2,323.0,14.0,9.3,85.0,156,2026-08-31
Lucknow,2026-08-31 19:00:00,42.5,58.2,338.0,16.2,9.4,75.0,156,2026-08-31
Lucknow,2026-08-31 20:00:00,38.2,53.1,356.0,17.5,9.3,68.0,155,2026-08-31
Lucknow,2026-08-31 21:00:00,34.0,44.7,388.0,17.0,8.6,67.0,154,2026-08-31
Lucknow,2026-08-31 22:00:00,31.5,40.7,424.0,15.5,7.7,68.0,153,2026-08-31
Lucknow,2026-08-31 23:00:00,28.6,37.5,440.0,14.3,6.9,69.0,152,2026-08-31
Lucknow,2026-09-01 00:00:00,24.6,30.7,417.0,13.7,6.3,68.0,150,2026-09-01
Lucknow,2026-09-01 01:00:00,19.7,23.4,373.0,13.2,5.9,66.0,143,2026-09-01
Lucknow,2026-09-01 02:00:00,16.1,18.3,340.0,13.2,5.6,63.0,136,2026-09-01
Lucknow,2026-09-01 03:00:00,12.7,14.0,326.0,14.0,5.6,57.0,128,2026-09-01
Lucknow,2026-09-01 04:00:00,11.0,12.1,323.0,15.1,5.7,50.0,121,2026-09-01
Lucknow,2026-09-01 05:00:00,11.6,12.5,330.0,11.7,5.9,71.0,114,2026-09-01
Lucknow,2026-09-01 06:00:00,12.7,13.1,361.0,13.1,6.7,67.0,109,2026-09-01
Lucknow,2026-09-01 07:00:00,12.2,12.5,404.0,14.8,7.7,62.0,104,2026-09-01
Lucknow,2026-09-01 08:00:00,13.4,13.6,421.0,15.1,8.2,64.0,100,2026-09-01
Lucknow,2026-09-01 09:00:00,13.8,14.2,389.0,12.3,7.7,79.0,96,2026-09-01
Lucknow,2026-09-01 10:00:00,12.3,12.3,333.0,8.0,6.7,102.0,93,2026-09-01
Lucknow,2026-09-01 11:00:00,10.5,10.6,286.0,4.9,5.9,117.0,89,2026-09-01
Lucknow,2026-09-01 12:00:00,9.8,9.9,258.0,3.8,5.4,120.0,85,2026-09-01
Lucknow,2026-09-01 13:00:00,9.1,9.1,240.0,3.9,5.1,117.0,82,2026-09-01
Lucknow,2026-09-01 14:00:00,8.8,8.9,240.0,5.2,5.0,109.0,78,2026-09-01
Lucknow,2026-09-01 15:00:00,9.7,9.8,263.0,8.6,5.3,96.0,76,2026-09-01
Lucknow,2026-09-01 16:00:00,13.0,13.5,304.0,13.2,5.8,79.0,73,2026-09-01
Lucknow,2026-09-01 17:00:00,23.2,23.3,352.0,10.5,5.7,71.0,71,2026-09-01
Lucknow,2026-09-01 18:00:00,26.3,26.4,419.0,14.9,6.9,61.0,69,2026-09-01
Lucknow,2026-09-01 19:00:00,28.8,28.9,492.0,20.9,8.5,48.0,68,2026-09-01
Lucknow,2026-09-01 20:00:00,31.5,31.7,531.0,24.8,9.5,38.0,67,2026-09-01
